# 由 glimmer-gloss-gen 生成（LLM），音标来自 ipa-dict。词	[词性. ]译词[|音标]	[词性. ]译词[|音标]
㕮	v. chew|tʃuː
保税	adj. bonded|ˈbɑːndəd
保税仓库	n. bonded warehouse|ˈbɑːndəd ˈwerˌhaʊs
保税区	n. bonded zone|ˈbɑːndəd zoʊn
保管	v. keep|kiːp	v. store|stɔːr
保管人	n. custodian|kəˈstoʊdiːən
保管员	n. storekeeper|ˈstɔːrˌkiːpər
保级	v. avoid relegation
保网	n. Baowang
保罗	n. Paul|pɔːl
保罗艾伦	n. Paul Allen|pɔːl ˈælən
保联	n. insurance union|ˌɪnˈʃʊrəns ˈjuːnjən
保育	n. childcare|ˈtʃaɪldˌker	n. nursery|ˈnɜːrsəri
保育员	n. nursery teacher|ˈnɜːrsəri ˈtiːtʃər
保育培养	phr. nurture and cultivate|ˈnɜːrtʃər ænd ˈkʌltəˌveɪt
保育院	n. nursery school|ˈnɜːrsəri skuːl
保胎	v. prevent miscarriage|priːˈvent mɪˈskerədʒ
保胎无忧片	n. Baotai Wuyou tablets
保胎灵	n. fetal protection medicine|ˈfiːtəl prəˈtekʃən ˈmedəsən
保胎灵胶囊	n. Baotailing capsules
保良	v. protect and nurture|prəˈtekt ænd ˈnɜːrtʃər
保良局	n. Po Leung Kuk|poʊ luːŋ kʌk
保苗	v. protect seedlings|prəˈtekt ˈsiːdlɪŋz
保荐	v. recommend|ˌrekəˈmend
保荐制	n. sponsorship system|ˈspɑːnsərˌʃɪp ˈsɪstəm
保藏	v. preserve|prəˈzɜːrv
保证	v. guarantee|ˌɡerənˈtiː
保证不	phr. guarantee not|ˌɡerənˈtiː nɑːt
保证书	n. written pledge|ˈrɪtən pledʒ
保证人	n. guarantor|ˌɡerənˈtɔːr
保证金	n. deposit|dəˈpɑːzɪt	n. margin|ˈmɑːrdʒən
保质保量	phr. guarantee quality and quantity|ˌɡerənˈtiː ˈkwɑːləti ænd ˈkwɑːntəti
保质期	n. shelf life|ʃelf laɪf
保费	n. insurance premium|ˌɪnˈʃʊrəns ˈpriːmiːəm
保辜	n. guarantee period|ˌɡerənˈtiː ˈpɪriːəd
保送	v. recommend|ˌrekəˈmend
保通	v. ensure traffic|enˈʃʊr ˈtræfɪk
保释	v. bail|beɪl
保重	v. take care|teɪk ker
保重啊	phr. take care|teɪk ker
保重身体	phr. take care|teɪk ker
保钓	n. defend Diaoyu
保镖	n. bodyguard|ˈbɑːdiːˌɡɑːrd
保镳	n. bodyguard|ˈbɑːdiːˌɡɑːrd
保阪尚希	n. Hosaka Naoki
保险	n. insurance|ˌɪnˈʃʊrəns
保险专营	n. insurance monopoly|ˌɪnˈʃʊrəns məˈnɑːpəli
保险业	n. insurance industry|ˌɪnˈʃʊrəns ˈɪndəstri
保险丝	n. fuse|fjuːz
保险中介制度	n. insurance intermediary system|ˌɪnˈʃʊrəns ˌɪnərˈmiːdiːeri ˈsɪstəm
保险事故	n. insured event|ˌɪnˈʃʊrd iːˈvent
保险人说明义务	n. insurer's duty to explain|ˌɪnˈʃʊrərz ˈdjuːti tuː ɪkspleɪn
保险代位	n. insurance subrogation
保险代位权	n. subrogation right
保险代位求偿	n. subrogation
保险代理	n. insurance agency|ˌɪnˈʃʊrəns ˈeɪdʒənsi
保险代理人	n. insurance agent|ˌɪnˈʃʊrəns ˈeɪdʒənt
保险代理制度	n. insurance agency system|ˌɪnˈʃʊrəns ˈeɪdʒənsi ˈsɪstəm
保险代理权	n. insurance agency right|ˌɪnˈʃʊrəns ˈeɪdʒənsi raɪt
保险保障基金	n. insurance protection fund|ˌɪnˈʃʊrəns prəˈtekʃən fʌnd
保险公估人	n. insurance surveyor|ˌɪnˈʃʊrəns ˈsɜːrˌveɪər
保险公司	n. insurance company|ˌɪnˈʃʊrəns ˈkʌmpəˌni
保险公司投资债券	n. insurance company investment bond|ˌɪnˈʃʊrəns ˈkʌmpəˌni ˌɪnˈvesmənt bɑːnd
保险公司撤销	n. insurance company revocation|ˌɪnˈʃʊrəns ˈkʌmpəˌni ˌrevəˈkeɪʃən
保险兼业代理合同	n. insurance concurrent agency contract|ˌɪnˈʃʊrəns kənˈkɜːrənt ˈeɪdʒənsi ˈkɑːnˌtrækt
保险利益原则	n. insurable interest principle
保险单	n. insurance policy|ˌɪnˈʃʊrəns ˈpɑːləsi
保险危险	n. insured risk|ˌɪnˈʃʊrd rɪsk
保险合同	n. insurance contract|ˌɪnˈʃʊrəns ˈkɑːnˌtrækt
保险合同客体	n. object of insurance contract|ˈɑːbdʒekt ʌv ˌɪnˈʃʊrəns ˈkɑːnˌtrækt
保险夹	n. insurance folder|ˌɪnˈʃʊrəns ˈfoʊldər
保险套	n. condom|ˈkɑːndəm
保险带	n. safety belt|ˈseɪfti belt
保险期	n. insurance period|ˌɪnˈʃʊrəns ˈpɪriːəd
保险杆	n. bumper|ˈbʌmpər
保险杠支架	n. bumper bracket|ˈbʌmpər ˈbrækɪt
保险杠格栅	n. bumper grille|ˈbʌmpər ɡrɪl
保险条款	n. insurance clause|ˌɪnˈʃʊrəns klɔːz
保险柜	n. safe|seɪf
保险标的	n. subject matter insured|ˈsʌbdʒɪkt ˈmætər ˌɪnˈʃʊrd
保险案例	n. insurance case|ˌɪnˈʃʊrəns keɪs
保险法	n. insurance law|ˌɪnˈʃʊrəns lɑː
保险法律手册	n. insurance law handbook|ˌɪnˈʃʊrəns lɑː ˈhændˌbʊk
保险灯	n. safety lamp|ˈseɪfti læmp
保险监管	n. insurance regulation|ˌɪnˈʃʊrəns ˌreɡjəˈleɪʃən
保险监管机构	n. insurance regulator|ˌɪnˈʃʊrəns ˈreɡjəˌleɪtər
保险盒盖	n. fuse box cover|fjuːz bɑːks ˈkʌvər
保险空白期	n. insurance gap|ˌɪnˈʃʊrəns ɡæp
保险箱	n. safe|seɪf
保险精算技术	n. actuarial technique|ˌækˌtʃuːˈeriːəl tekˈniːk
保险系数	n. safety factor|ˈseɪfti ˈfæktər
保险纠纷案例	n. insurance dispute case|ˌɪnˈʃʊrəns dɪˈspjuːt keɪs
保险经纪	n. insurance broker|ˌɪnˈʃʊrəns ˈbroʊkər
保险经纪人	n. insurance broker|ˌɪnˈʃʊrəns ˈbroʊkər
保险经营规则	n. insurance business rules|ˌɪnˈʃʊrəns ˈbɪznəs ruːlz
保险继电器	n. protection relay|prəˈtekʃən ˈriːˌleɪ
保险范围	n. insurance coverage|ˌɪnˈʃʊrəns ˈkʌvərədʒ
保险责任范围	n. insurance coverage|ˌɪnˈʃʊrəns ˈkʌvərədʒ
保险费率	n. insurance premium rate|ˌɪnˈʃʊrəns ˈpriːmiːəm reɪt
保险金额	n. insured amount|ˌɪnˈʃʊrd əˈmaʊnt
保险阀	n. safety valve|ˈseɪfti vælv
保障	v. guarantee|ˌɡerənˈtiː
保障安全权	n. right to safety|raɪt tuː ˈseɪfti
保障桥	n. security bridge|sɪkˈjʊrəti brɪdʒ
保靖	n. Baojing
保额	n. sum insured|sʌm ˌɪnˈʃʊrd
保驾	v. escort|ˈeskɔːrt	v. protect|prəˈtekt
保驾护航	phr. escort|ˈeskɔːrt
保鲜	v. preserve freshness|prəˈzɜːrv ˈfreʃnəs
保鲜剂	n. preservative|priːˈzɜːrvətɪv
保鲜膜	n. plastic wrap|ˈplæstɪk ræp
保鲜袋	n. cling wrap|klɪŋ ræp
保龄球	n. bowling|ˈboʊlɪŋ
俞	n. Yu|juː
俞万春	n. Yu Wanchun
俞云	n. Yu Yun|juː jʌn
俞佳	n. Yu Jia|juː ˈdʒiːə
俞兆晟	n. Yu Zhaosheng
俞力工	n. Yu Ligong
俞君英	n. Yu Junying
俞和	n. Yu He|juː hiː
俞培	n. Yu Pei|juː peɪ
俞大猷	n. Yu Dayou
俞大猷墓	n. Yu Dayou's tomb
俞家	n. Yu family|juː ˈfæməli
俞家埭村	n. Yujiadai Village
俞家山	n. Yujiashan
俞家巷	n. Yujia Lane
俞家潭	n. Yujiatan
俞山	n. Yushan
俞平伯	n. Yu Pingbo
俞府	n. Yufu
俞府穴	n. Yufu acupoint
俞弁	n. Yu Bian
俞振飞	n. Yu Zhenfei
俞斌	n. Yu Bin|juː bɪn
俞明震	n. Yu Mingzhen
俞松	n. Yu Song|juː sɔːŋ
俞梦孙	n. Yu Mengsun
俞樾	n. Yu Yue|juː juː
俞正燮	n. Yu Zhengxie
俞济时	n. Yu Jishi
俞灏	n. Yu Hao|juː haʊ
俞灏明	n. Yu Haoming
俞琬	n. Yu Wan|juː wɑːn
俞穴	n. acupoint
俞莹	n. Yu Ying|juː jɪŋ
俞蛟	n. Yu Jiao
俞飞鸿	n. Yu Feihong
俞飞鹏	n. Yu Feipeng
俞鸿钧	n. Yu Hongjun
俟	v. wait|weɪt
信	n. letter|ˈletər
信不信	phr. believe it or not|bɪˈliːv ɪt ɔːr nɑːt
信不信我	phr. believe me or not|bɪˈliːv miː ɔːr nɑːt
信不过	v. distrust|dɪˈstrʌst
信世昌	n. Xin Shichang
信中	n. in the letter|ɪn ðʌ ˈletər
信丰	n. Xinfeng
信丰县工业园	n. Xinfeng Industrial Park
信丰山地水牛	n. Xinfeng mountain buffalo
信义	n. faith|feɪθ	n. integrity|ˌɪnˈteɡrəti
信义假日名城	n. Xinyi Holiday City
信了	v. believed|bɪˈliːvd
信从	v. believe and follow|bɪˈliːv ænd ˈfɑːloʊ
信令	n. signal|ˈsɪɡnəl
信以为真	phr. take at face value|teɪk æt feɪs ˈvæljuː
信仰	n. faith|feɪθ	n. belief|bɪˈliːf
信件	n. letter|ˈletər
信任	v. trust|trʌst
信任列表	n. trust list|trʌst lɪst
信任感	n. trust|trʌst
信任投票	n. vote of confidence|voʊt ʌv ˈkɑːnfədəns
信任链	n. chain of trust|tʃeɪn ʌv trʌst
信众	n. believers|bəˈliːvərz
信佛	v. believe in Buddha|bɪˈliːv ɪn ˈbuːdə
信你	v. believe you|bɪˈliːv juː
信使	n. messenger|ˈmesəndʒər
信元头	n. header|ˈhedər
信函	n. letter|ˈletər
信发街道	n. Xinfa Street
信口	v. speak carelessly|spiːk ˈkerləsli
信口开河	phr. talk nonsense|tɔːk ˈnɑːnsens
信口胡言	phr. speak nonsense|spiːk ˈnɑːnsens
信口胡诌	v. talk nonsense|tɔːk ˈnɑːnsens
信口雌黄	phr. speak irresponsibly|spiːk ˌɪrəˈspɑːnsəbli
信史	n. reliable history|riːˈlaɪəbəl ˈhɪstəri
信号	n. signal|ˈsɪɡnəl
信号不好	phr. poor signal|puːr ˈsɪɡnəl
信号与槽	n. signal and slot|ˈsɪɡnəl ænd slɑːt
信号交换	n. handshake|ˈhændˌʃeɪk
信号传输	n. signal transmission|ˈsɪɡnəl trænsˈmɪʃən
信号厂	n. signal factory|ˈsɪɡnəl ˈfæktəri
信号和槽	n. signals and slots|ˈsɪɡnəlz ænd slɑːts
信号喇叭	n. signal horn|ˈsɪɡnəl hɔːrn
信号处理	n. signal processing|ˈsɪɡnəl ˈprɑːsesɪŋ
信号失真	n. signal distortion|ˈsɪɡnəl dɪˈstɔːrʃən
信号完整性	n. signal integrity|ˈsɪɡnəl ˌɪnˈteɡrəti
信号山公园	n. Signal Hill Park|ˈsɪɡnəl hɪl pɑːrk
信号序列	n. signal sequence|ˈsɪɡnəl ˈsiːkwəns
信号弹	n. signal flare|ˈsɪɡnəl fler
信号情报	n. signals intelligence|ˈsɪɡnəlz ˌɪnˈtelədʒəns
信号操作	n. signal operation|ˈsɪɡnəl ˌɑːpərˈeɪʃən
信号旗	n. signal flag|ˈsɪɡnəl flæɡ
信号机	n. signal|ˈsɪɡnəl
信号枪	n. signal gun|ˈsɪɡnəl ɡʌn
信号槽	n. signal slot|ˈsɪɡnəl slɑːt
信号源阻抗	n. source impedance|sɔːrs ˌɪmˈpiːdəns
信号灯	n. traffic light|ˈtræfɪk laɪt
信号线	n. signal line|ˈsɪɡnəl laɪn
信号重构	n. signal reconstruction|ˈsɪɡnəl ˌriːkənˈstrʌkʃən
信号量	n. semaphore
信合站	n. credit cooperative station|ˈkredət koʊˈɑːpərˌeɪtɪv ˈsteɪʃən
信和站	n. Xinhe Station
信噪比	n. signal-to-noise ratio|ˈsɪɡnəl tuː nɔɪz ˈreɪʃiːˌoʊ
信天翁	n. albatross|ˈælbəˌtrɑːs
信天翁捲管螺	n. albatross turrid
信奉	v. believe in|bɪˈliːv ɪn
信女	n. devout woman|dɪˈvaʊt ˈwʊmən
信守	v. keep|kiːp	v. abide by|əˈbaɪd baɪ
信宜县	n. Xinyi County
信宜市	n. Xinyi City
信实	adj. faithful|ˈfeɪθfəl
信封	n. envelope|ˈenvəˌloʊp
信徒	n. believer|bəˈliːvər	n. follower|ˈfɑːloʊər
信得过	adj. trustworthy|ˈtrʌstˌwərði
信德啄木鸟	n. Sind woodpecker|sɪnd ˈwʊdˌpekər
信德小沙丁鱼	n. Sind sardine|sɪnd sɑːrˈdiːn
信德沙丁鱼	n. Sind sardine|sɪnd sɑːrˈdiːn
信德集团	n. Shun Tak Holdings|ʃʌn tæk ˈhoʊldɪŋz
信心	n. confidence|ˈkɑːnfədəns
信念	n. belief|bɪˈliːf	n. faith|feɪθ
信念越是巍峨	phr. The loftier the belief|ðʌ ˈlɔːftiːər ðʌ bɪˈliːf
信息	n. information|ˌɪnfərˈmeɪʃən
信息主体	n. data subject|ˈdætə ˈsʌbdʒɪkt
信息主管	n. chief information officer|tʃiːf ˌɪnfərˈmeɪʃən ˈɔːfəsər
信息产业	n. information industry|ˌɪnfərˈmeɪʃən ˈɪndəstri
信息产业部	n. Ministry of Information Industry|ˈmɪnəstri ʌv ˌɪnfərˈmeɪʃən ˈɪndəstri
信息产权	n. information property|ˌɪnfərˈmeɪʃən ˈprɑːpərti
信息估计	n. information estimation|ˌɪnfərˈmeɪʃən ˌestəˈmeɪʃən
信息体	n. information entity|ˌɪnfərˈmeɪʃən ˈentəti
信息保存	n. information preservation|ˌɪnfərˈmeɪʃən ˌprezərˈveɪʃən
信息公开制度	n. information disclosure system|ˌɪnfərˈmeɪʃən dɪˈskloʊʒər ˈsɪstəm
信息共享系统	n. information sharing system|ˌɪnfərˈmeɪʃən ˈʃerɪŋ ˈsɪstəm
信息内容	n. information content|ˌɪnfərˈmeɪʃən ˈkɑːntent
信息冗余	n. information redundancy|ˌɪnfərˈmeɪʃən rɪˈdʌndənsi
信息分类	n. information classification|ˌɪnfərˈmeɪʃən ˌklæsəfəˈkeɪʃən
信息加密	n. information encryption|ˌɪnfərˈmeɪʃən enˈkrɪpʃən
信息化	n. informatization
信息协议	n. information protocol|ˌɪnfərˈmeɪʃən ˈproʊtəˌkɑːl
信息反馈	n. feedback|ˈfiːdˌbæk
信息发布	phr. information release|ˌɪnfərˈmeɪʃən riːˈliːs
信息增益	n. information gain|ˌɪnfərˈmeɪʃən ɡeɪn
信息处理系统	n. information processing system|ˌɪnfərˈmeɪʃən ˈprɑːsesɪŋ ˈsɪstəm
信息处理语言	n. information processing language|ˌɪnfərˈmeɪʃən ˈprɑːsesɪŋ ˈlæŋɡwədʒ
信息大道	n. Information Avenue|ˌɪnfərˈmeɪʃən ˈævəˌnuː
信息字段	n. information field|ˌɪnfərˈmeɪʃən fiːld
信息学竞赛	n. informatics competition|ˌɪnfərˈmætɪks ˌkɑːmpəˈtɪʃən
信息安全	n. information security|ˌɪnfərˈmeɪʃən sɪkˈjʊrəti
信息安全条例	n. information security regulation|ˌɪnfərˈmeɪʃən sɪkˈjʊrəti ˌreɡjəˈleɪʃən
信息安全法	n. information security law|ˌɪnfərˈmeɪʃən sɪkˈjʊrəti lɑː
信息工程	n. information engineering|ˌɪnfərˈmeɪʃən ˈendʒəˈnɪrɪŋ
信息工程学校	n. information engineering school|ˌɪnfərˈmeɪʃən ˈendʒəˈnɪrɪŋ skuːl
信息工程学院	n. School of Information Engineering|skuːl ʌv ˌɪnfərˈmeɪʃən ˈendʒəˈnɪrɪŋ
信息库	n. information database|ˌɪnfərˈmeɪʃən ˈdætəˌbeɪs
信息战	n. information warfare|ˌɪnfərˈmeɪʃən ˈwɔːrˌfer
信息技术	n. information technology|ˌɪnfərˈmeɪʃən tekˈnɑːlədʒi
信息技术产品协议	n. Information Technology Agreement|ˌɪnfərˈmeɪʃən tekˈnɑːlədʒi əˈɡriːmənt
信息技术基础	n. information technology foundation|ˌɪnfərˈmeɪʃən tekˈnɑːlədʒi faʊnˈdeɪʃən
信息披露	n. information disclosure|ˌɪnfərˈmeɪʃən dɪˈskloʊʒər
信息披露制度	n. information disclosure system|ˌɪnfərˈmeɪʃən dɪˈskloʊʒər ˈsɪstəm
信息披露规则	n. information disclosure rules|ˌɪnfərˈmeɪʃən dɪˈskloʊʒər ruːlz
信息摘要算法	n. message digest algorithm|ˈmesədʒ ˈdaɪdʒest ˈælɡərˌɪðəm
信息无障碍	n. information accessibility|ˌɪnfərˈmeɪʃən ˌæksesəˈbɪlɪti
信息无障碍法规	n. information accessibility regulations|ˌɪnfərˈmeɪʃən ˌæksesəˈbɪlɪti ˌreɡjəˈleɪʃənz
信息早报	n. Information Morning Post|ˌɪnfərˈmeɪʃən ˈmɔːrnɪŋ poʊst
信息服务器	n. information server|ˌɪnfərˈmeɪʃən ˈsɜːrvər
信息权	n. right to information|raɪt tuː ˌɪnfərˈmeɪʃən
信息架构	n. information architecture|ˌɪnfərˈmeɪʃən ˈɑːrkəˌtektʃər
信息格式	n. information format|ˌɪnfərˈmeɪʃən ˈfɔːrˌmæt
信息检索	n. information retrieval|ˌɪnfərˈmeɪʃən riːˈtriːvəl
信息模型	n. information model|ˌɪnfərˈmeɪʃən ˈmɑːdəl
信息流模型	n. information flow model|ˌɪnfərˈmeɪʃən floʊ ˈmɑːdəl
信息浏览	n. browsing|ˈbraʊzɪŋ
信息浏览服务	n. information browsing service|ˌɪnfərˈmeɪʃən ˈbraʊzɪŋ ˈsɜːrvəs
信息港	n. information port|ˌɪnfərˈmeɪʃən pɔːrt
信息点播	n. information on demand|ˌɪnfərˈmeɪʃən ɑːn dɪˈmænd
信息熵	n. information entropy|ˌɪnfərˈmeɪʃən ˈentrəpi
信息知情权	n. right to know|raɪt tuː noʊ
信息社会	n. information society|ˌɪnfərˈmeɪʃən səˈsaɪəti
信息空间	n. information space|ˌɪnfərˈmeɪʃən speɪs
信息竞赛	n. informatics competition|ˌɪnfərˈmætɪks ˌkɑːmpəˈtɪʃən
信息管理	n. information management|ˌɪnfərˈmeɪʃən ˈmænədʒmənt
信息管理系统	n. management information system|ˈmænədʒmənt ˌɪnfərˈmeɪʃən ˈsɪstəm
信息系统	n. information system|ˌɪnfərˈmeɪʃən ˈsɪstəm
信息素	n. pheromone|ˈferəˌmoʊn
信息结构	n. information structure|ˌɪnfərˈmeɪʃən ˈstrʌktʃər
信息编码	n. information encoding|ˌɪnfərˈmeɪʃən enˈkoʊdɪŋ
信息论	n. information theory|ˌɪnfərˈmeɪʃən ˈθiːəri
信息读取	n. information retrieval|ˌɪnfərˈmeɪʃən riːˈtriːvəl
信息资源	n. information resources|ˌɪnfərˈmeɪʃən ˈriːsɔːrsɪz
信息资源管理	n. information resource management|ˌɪnfərˈmeɪʃən ˈriːsɔːrs ˈmænədʒmənt
信息采集	n. information collection|ˌɪnfərˈmeɪʃən kəˈlekʃən
信息隐蔽	n. information hiding|ˌɪnfərˈmeɪʃən ˈhaɪdɪŋ
信息隐藏	n. information hiding|ˌɪnfərˈmeɪʃən ˈhaɪdɪŋ
信我	phr. trust me|trʌst miː
信手	adv. at hand|æt hænd
信手拈来	phr. have at one's fingertips|hæv æt wʌnz ˈfɪŋɡərˌtɪps
信托	n. trust|trʌst
信托业	n. trust industry|trʌst ˈɪndəstri
信托代理关系	n. fiduciary agency relationship|fəˈduːʃiːˌeri ˈeɪdʒənsi riːˈleɪʃənˌʃɪp
信托公司	n. trust company|trʌst ˈkʌmpəˌni
信托公司治理指引	n. trust company governance guidelines|trʌst ˈkʌmpəˌni ˈɡʌvərnəns ˈɡaɪdˌlaɪnz
信托公司管理办法	n. trust company measures|trʌst ˈkʌmpəˌni ˈmeʒərz
信托合同	n. trust contract|trʌst ˈkɑːnˌtrækt
信托投资	n. trust investment|trʌst ˌɪnˈvesmənt
信托担保	n. trust guarantee|trʌst ˌɡerənˈtiː
信托财产登记	n. trust property registration|trʌst ˈprɑːpərti ˌredʒɪˈstreɪʃən
信托贷款	n. trust loan|trʌst loʊn
信托资产	n. trust assets|trʌst ˈæˌsets
信教	v. believe in religion|bɪˈliːv ɪn riːˈlɪdʒən
信服	v. believe|bɪˈliːv	v. be convinced|biː kənˈvɪnst
信札	n. letter|ˈletər
信条	n. creed|kriːd	n. belief|bɪˈliːf
信榜	n. trust list|trʌst lɪst
信步	v. stroll|stroʊl
信汇	n. mail transfer|meɪl ˈtrænsfər
信浓	n. Shinano
信物	n. token|ˈtoʊkən	n. keepsake|ˈkiːpˌseɪk
信用	n. credit|ˈkredət	n. trust|trʌst
信用代码	n. credit code|ˈkredət koʊd
信用价差期权	n. credit spread option|ˈkredət spred ˈɑːpʃən
信用保险	n. credit insurance|ˈkredət ˌɪnˈʃʊrəns
信用保险合同	n. credit insurance contract|ˈkredət ˌɪnˈʃʊrəns ˈkɑːnˌtrækt
信用保障制度	n. credit guarantee system|ˈkredət ˌɡerənˈtiː ˈsɪstəm
信用卡	n. credit card|ˈkredət kɑːrd
信用卡冒用	n. credit card fraud|ˈkredət kɑːrd frɔːd
信用卡恶意透支	n. credit card fraud|ˈkredət kɑːrd frɔːd
信用卡挂失	n. credit card loss report|ˈkredət kɑːrd lɔːs riːˈpɔːrt
信用卡诈骗罪	n. credit card fraud|ˈkredət kɑːrd frɔːd
信用度	n. credibility|ˌkredəˈbɪlɪti
信用社	n. credit union|ˈkredət ˈjuːnjən
信用联社	n. credit union|ˈkredət ˈjuːnjən
信用证	n. letter of credit|ˈletər ʌv ˈkredət
信用评分	n. credit score|ˈkredət skɔːr
信用评级	n. credit rating|ˈkredət ˈreɪtɪŋ
信用额度	n. credit limit|ˈkredət ˈlɪmət
信皮儿	n. envelope|ˈenvəˌloʊp
信着全无是处	phr. believe nothing is right|bɪˈliːv ˈnʌθɪŋ ɪz raɪt
信立泰	n. Salubris
信笔	v. write freely|raɪt ˈfriːli
信笔涂鸦	phr. scribble|ˈskrɪbəl
信笺	n. letter paper|ˈletər ˈpeɪpər
信筒	n. mailbox|ˈmeɪlˌbɑːks
信箱	n. mailbox|ˈmeɪlˌbɑːks
信纸	n. letter paper|ˈletər ˈpeɪpər
信者效其忠	phr. believers serve with loyalty|bəˈliːvərz sɜːrv wɪð ˈlɔɪəlti
信而有征	phr. credible and verifiable|ˈkredəbəl ænd ˈverəˌfaɪəbəl
信联	n. Credit Reference Center|ˈkredət ˈrefərəns ˈsenər
信蝶	n. message butterfly|ˈmesədʒ ˈbʌtərˌflaɪ
信誉	n. prestige|preˈstiːʒ	n. credit|ˈkredət
信誓旦旦	phr. pledge solemnly|pledʒ ˈsɔːləmli
信访	n. petition|pəˈtɪʃən
信访与诉讼	n. petition and litigation|pəˈtɪʃən ænd ˌlɪtəˈɡeɪʃən
信访专业	n. petitioning major|pəˈtɪʃənɪŋ ˈmeɪdʒər
信访代理制	n. petition agency system|pəˈtɪʃən ˈeɪdʒənsi ˈsɪstəm
信访制度	n. petition system|pəˈtɪʃən ˈsɪstəm
信访办	n. petition office|pəˈtɪʃən ˈɔːfɪs
信访权	n. right to petition|raɪt tuː pəˈtɪʃən
信访条例释义	n. interpretation of petition regulations|ˌɪnˌtərprɪˈteɪʃən ʌv pəˈtɪʃən ˌreɡjəˈleɪʃənz
信诚四季红	n. Xincheng Four Seasons Red
信诚路口	n. Xincheng intersection
信诺	n. promise|ˈprɑːməs
信谊新村	n. Xinyi New Village
信贷	n. credit|ˈkredət
信贷协定	n. credit agreement|ˈkredət əˈɡriːmənt
信贷合同	n. loan contract|loʊn ˈkɑːnˌtrækt
信贷员	n. credit officer|ˈkredət ˈɔːfəsər
信贷规模考核	n. credit scale assessment|ˈkredət skeɪl əˈsesmənt
信贷资产	n. credit assets|ˈkredət ˈæˌsets
信贷资金	n. credit funds|ˈkredət fʌndz
信赏必罚	phr. fair rewards and punishments|fer riːˈwɔːrdz ænd ˈpʌnɪʃmənts
信赖	v. trust|trʌst
信达	adj. faithful and fluent|ˈfeɪθfəl ænd ˈfluːənt
信达地产	n. Cinda Real Estate
信达期货	n. Cinda Futures
信达证券	n. Cinda Securities
信达资产	n. Cinda Asset
信达资产管理公司	n. Cinda Asset Management
信远斋酸梅汤	n. Xinyuanzhai sour plum drink
信道容量	n. channel capacity|ˈtʃænəl kəˈpæsəti
信阳	n. Xinyang
信阳县	n. Xinyang County
信阳地区	n. Xinyang area
信阳板鸭	n. Xinyang pressed duck
信阳毛尖	n. Xinyang Maojian tea
信阳毛尖茶	n. Xinyang Maojian tea
信陵君	n. Lord Xinling
信风	n. trade wind|treɪd waɪnd
信马由缰	phr. ride with loose reins|raɪd wɪð luːs reɪnz
信鸽	n. carrier pigeon|ˈkæriːər ˈpɪdʒən
信鸿花园	n. Xinhong Garden
俦	n. companion|kəmˈpænjən
俨	adj. solemn|ˈsɑːləm
俨如	adv. just like|dʒʌst laɪk
俨然	adv. solemnly|ˈsɔːləmli
俩	num. two|tuː
俩人	n. two people|tuː ˈpiːpəl
俩字	phr. two characters|tuː ˈkærəktərz
俩月	n. two months|tuː mʌnθs
俪	n. couple|ˈkʌpəl
俫	v. come|kʌm
俭	adj. thrifty|ˈθrɪfti
俭以养德	phr. frugality cultivates virtue|fruːˈɡæləti ˈkʌltɪˌveɪts ˈvɜːrtʃuː
俭朴	adj. thrifty|ˈθrɪfti	adj. frugal|ˈfruːɡəl
俭省	adj. frugal|ˈfruːɡəl	adj. thrifty|ˈθrɪfti
修	v. repair|rɪˈper	v. study|ˈstʌdi
修一下	phr. fix it|fɪks ɪt
